imdbID,Title,Year,Runtime,Genre,Awards,BoxOffice,Ratings,Language,Director,Actors
tt1267297,Hercules,2014,98 min,"Action, Adventure, Fantasy",2 nominations,"$72,688,614 ","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",English,Brett Ratner,"Dwayne Johnson, John Hurt, Ian McShane"
tt0119698,Princess Mononoke,1997,134 min,"Animation, Action, Adventure",14 wins & 6 nominations,"$4,845,631 ","[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Japanese,Hayao Miyazaki,"Yôji Matsuda, Yuriko Ishida, Yûko Tanaka"
tt0187393,The Patriot,2000,165 min,"Action, Drama, History",Nominated for 3 Oscars. 9 wins & 23 nominations total,"$113,330,342 ","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '63/100'}]","English, French",Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson"
tt1253864,Immortals,2011,110 min,"Action, Drama, Fantasy",1 win & 6 nominations,"$83,504,017 ","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '46/100'}]","English, Greek",Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt"
tt0080455,The Blues Brothers,1980,133 min,"Action, Adventure, Comedy",2 wins & 1 nomination,"$57,229,890 ","[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",English,John Landis,"John Belushi, Dan Aykroyd, Cab Calloway"
tt1136617,The Killer,2023,118 min,"Action, Adventure, Crime",2 wins & 32 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",English,David Fincher,"Michael Fassbender, Tilda Swinton, Charles Parnell"
tt1433108,Faster,2010,98 min,"Action, Crime, Drama",5 nominations,"$23,240,020 ","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",English,George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace"
tt1877832,X-Men: Days of Future Past,2014,132 min,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. 16 wins & 48 nominations total,"$233,921,534 ","[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]","English, Vietnamese, French",Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman"
tt1034032,Gamer,2009,95 min,"Action, Sci-Fi, Thriller",1 win,"$20,534,907 ","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",English,"Mark Neveldine, Brian Taylor","Gerard Butler, Michael C. Hall, Ludacris"
tt1228705,Iron Man 2,2010,124 min,"Action, Sci-Fi",Nominated for 1 Oscar. 7 wins & 45 nominations total,"$312,433,331 ","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","English, French, Russian",Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow"
tt1038686,Legion,2010,100 min,"Action, Fantasy, Horror",N/A,"$40,168,080 ","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",English,Scott Stewart,"Paul Bettany, Dennis Quaid, Charles S. Dutton"
tt0449088,Pirates of the Caribbean: At World's End,2007,169 min,"Action, Adventure, Fantasy",Nominated for 2 Oscars. 23 wins & 51 nominations total,"$309,420,425 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",English,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley"
tt1634106,Bloodshot,2020,109 min,"Action, Adventure, Sci-Fi",1 win & 7 nominations,"$12,561,824 ","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","English, Persian",Dave Wilson,"Vin Diesel, Eiza González, Sam Heughan"
tt0945513,Source Code,2011,93 min,"Action, Drama, Mystery",1 win & 8 nominations,"$54,712,227 ","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",English,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga"
tt5439796,Logan Lucky,2017,118 min,"Action, Comedy, Crime",2 wins & 11 nominations,"$27,780,977 ","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",English,Steven Soderbergh,"Channing Tatum, Adam Driver, Daniel Craig"
tt0057193,It's a Mad Mad Mad Mad World,1963,210 min,"Action, Adventure, Comedy",Won 1 Oscar. 3 wins & 10 nominations total,"$46,332,858 ","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","English, Chinese",Stanley Kramer,"Spencer Tracy, Milton Berle, Ethel Merman"
tt2120120,Pixels,2015,105 min,"Action, Comedy, Fantasy",5 wins & 9 nominations,"$78,747,585 ","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '27/100'}]","English, Hindi, Japanese",Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan"
tt0348150,Superman Returns,2006,154 min,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. 12 wins & 47 nominations total,"$200,081,192 ","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","English, German, French",Bryan Singer,"Brandon Routh, Kevin Spacey, Kate Bosworth"
tt0448011,Knowing,2009,121 min,"Action, Mystery, Sci-Fi",1 win & 6 nominations,"$79,957,634 ","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",English,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne"
tt0120177,Spawn,1997,96 min,"Action, Crime, Drama",2 wins & 6 nominations,"$54,870,175 ","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",English,Mark A.Z. Dippé,"Michael Jai White, John Leguizamo, Martin Sheen"
tt0296572,The Chronicles of Riddick,2004,119 min,"Action, Adventure, Sci-Fi",5 nominations,"$57,761,012 ","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",English,David Twohy,"Vin Diesel, Judi Dench, Colm Feore"
tt2245084,Big Hero 6,2014,102 min,"Animation, Action, Adventure",Won 1 Oscar. 17 wins & 58 nominations total,"$222,527,828 ","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",English,"Don Hall, Chris Williams","Ryan Potter, Scott Adsit, Jamie Chung"
tt0082198,Conan the Barbarian,1982,129 min,"Action, Adventure, Fantasy",2 wins & 9 nominations,"$39,565,475 ","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",English,John Milius,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow"
tt0955308,Robin Hood,2010,140 min,"Action, Adventure, Drama",1 win & 14 nominations,"$105,269,730 ","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '53/100'}]","English, French, Ukrainian",Ridley Scott,"Russell Crowe, Cate Blanchett, Matthew Macfadyen"
tt2406566,Atomic Blonde,2017,115 min,"Action, Thriller",10 wins & 19 nominations,"$51,687,870 ","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '63/100'}]","English, German, Russian, Swedish",David Leitch,"Charlize Theron, James McAvoy, John Goodman"
tt10600398,We Can Be Heroes,2020,100 min,"Action, Comedy, Drama",1 nomination,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",English,Robert Rodriguez,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas"
tt1608290,Zoolander 2,2016,101 min,"Action, Adventure, Comedy",7 wins & 17 nominations,"$28,848,693 ","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","English, Italian, Spanish",Ben Stiller,"Ben Stiller, Owen Wilson, Penélope Cruz"
tt15441472,The Price We Pay,2022,86 min,"Action, Horror, Thriller",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",English,Ryûhei Kitamura,"Emile Hirsch, Stephen Dorff, Gigi Zumbado"
tt0109506,The Crow,1994,102 min,"Action, Crime, Drama",5 wins & 7 nominations,"$50,693,129 ","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",English,Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis"
tt1981128,Geostorm,2017,109 min,"Action, Sci-Fi, Thriller",1 win & 1 nomination,"$33,700,160 ","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '21/100'}]","English, Cantonese, Russian, Hindi, Spanish",Dean Devlin,"Gerard Butler, Jim Sturgess, Abbie Cornish"
tt3794354,Sonic the Hedgehog,2020,99 min,"Action, Adventure, Comedy",3 wins & 12 nominations,"$148,974,665 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","English, French, Persian",Jeff Fowler,"Ben Schwartz, James Marsden, Jim Carrey"
tt0084827,Tron,1982,96 min,"Action, Adventure, Sci-Fi",Nominated for 2 Oscars. 2 wins & 8 nominations total,"$33,000,000 ","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",English,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner"
tt1954470,Gangs of Wasseypur,2012,321 min,"Action, Comedy, Crime",18 wins & 65 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",Hindi,Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia"
tt1798684,Southpaw,2015,124 min,"Action, Drama, Sport",11 nominations,"$52,421,953 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",English,Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence"
tt0105690,Under Siege,1992,103 min,"Action, Thriller",Nominated for 2 Oscars. 3 wins & 3 nominations total,"$83,563,139 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","English, Italian",Andrew Davis,"Steven Seagal, Gary Busey, Tommy Lee Jones"
tt0227538,Spy Kids,2001,88 min,"Action, Adventure, Comedy",2 wins & 10 nominations,"$112,719,001 ","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","English, Spanish",Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas"
tt1648190,The Dark Tower,2017,95 min,"Action, Adventure, Fantasy",4 nominations,"$50,701,325 ","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",English,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor"
tt1276104,Looper,2012,119 min,"Action, Drama, Sci-Fi",18 wins & 47 nominations,"$66,486,205 ","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]","English, French",Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt"
tt14656632,Paradise City,2022,92 min,"Action, Thriller",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",English,Chuck Russell,"Bruce Willis, John Travolta, Stephen Dorff"
tt2294449,22 Jump Street,2014,112 min,"Action, Comedy, Crime",7 wins & 25 nominations,"$191,719,337 ","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","English, Spanish, Ukrainian","Phil Lord, Christopher Miller","Channing Tatum, Jonah Hill, Ice Cube"
tt1536537,What Happened to Monday,2017,123 min,"Action, Crime, Fantasy",1 nomination,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",English,Tommy Wirkola,"Noomi Rapace, Glenn Close, Willem Dafoe"
tt0381849,3:10 to Yuma,2007,122 min,"Action, Crime, Drama",Nominated for 2 Oscars. 3 wins & 32 nominations total,"$53,606,916 ","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]","English, Chinese",James Mangold,"Russell Crowe, Christian Bale, Ben Foster"
tt0106856,Falling Down,1993,113 min,"Action, Crime, Drama",1 win & 2 nominations,"$40,903,593 ","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","English, Spanish, Korean",Joel Schumacher,"Michael Douglas, Robert Duvall, Barbara Hershey"
tt0114214,The Quick and the Dead,1995,108 min,"Action, Drama, Romance",1 nomination,"$18,636,537 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","English, Spanish",Sam Raimi,"Sharon Stone, Gene Hackman, Russell Crowe"
tt0094625,Akira,1988,124 min,"Animation, Action, Drama",1 win,"$553,171 ","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Japanese,Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama"
tt2267968,Kung Fu Panda 3,2016,95 min,"Animation, Action, Adventure",1 win & 10 nominations,"$143,528,619 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",English,"Alessandro Carloni, Jennifer Yuh Nelson","Jack Black, Bryan Cranston, Dustin Hoffman"
tt6998518,Mandy,2018,121 min,"Action, Fantasy, Horror",13 wins & 43 nominations,"$1,233,694 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",English,Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache"
tt1235522,Broken City,2013,109 min,"Action, Crime, Drama",1 win,"$19,701,164 ","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","English, Spanish",Allen Hughes,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones"
tt0404390,Running Scared,2006,122 min,"Action, Crime, Drama",4 nominations,"$6,855,137 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","English, Russian, Spanish",Wayne Kramer,"Paul Walker, Cameron Bright, Chazz Palminteri"
tt0964517,The Fighter,2010,116 min,"Action, Biography, Drama",Won 2 Oscars. 74 wins & 123 nominations total,"$93,617,009 ","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",English,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams"
tt0112851,Desperado,1995,104 min,"Action, Crime, Drama",1 win & 5 nominations,"$25,405,445 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '55/100'}]","English, Spanish",Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida"
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,95 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 18 wins & 32 nominations total,"$206,040,086 ","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","English, German",Jay Roach,"Mike Myers, Heather Graham, Michael York"
tt4978420,Borderlands,2024,102 min,"Action, Adventure, Comedy",1 nomination,N/A,[],English,Eli Roth,"Kevin Hart, Gina Gershon, Cate Blanchett"
tt1502404,Drive Angry,2011,104 min,"Action, Comedy, Fantasy",1 win & 6 nominations,"$10,721,033 ","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",English,Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner"
tt0133152,Planet of the Apes,2001,120 min,"Action, Adventure, Sci-Fi",Nominated for 2 BAFTA 11 wins & 32 nominations total,"$180,011,740 ","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",English,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth"
tt7737528,Kate,2021,106 min,"Action, Adventure, Crime",1 nomination,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","English, Japanese",Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Woody Harrelson, Miku Martineau"
tt0983193,The Adventures of Tintin,2011,107 min,"Animation, Action, Adventure",Nominated for 1 Oscar. 22 wins & 63 nominations total,"$77,591,831 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",English,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig"
tt1032755,RocknRolla,2008,114 min,"Action, Crime, Thriller",1 win & 5 nominations,"$5,700,626 ","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '53/100'}]","English, Russian",Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba"
tt0088944,Commando,1985,90 min,"Action, Adventure, Thriller",2 nominations,"$35,100,000 ","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",English,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya"
tt6850820,Peppermint,2018,101 min,"Action, Thriller",4 nominations,"$35,418,723 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '29/100'}]","English, Spanish",Pierre Morel,"Jennifer Garner, John Gallagher Jr., John Ortiz"
tt0337978,Live Free or Die Hard,2007,128 min,"Action, Thriller",3 wins & 16 nominations,"$134,529,403 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]","English, Italian, French",Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant"
tt0770752,Fool's Gold,2008,112 min,"Action, Adventure, Comedy",5 nominations,"$70,231,041 ","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",English,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland"
tt1340138,Terminator Genisys,2015,126 min,"Action, Adventure, Sci-Fi",10 nominations,"$89,760,956 ","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","English, Ukrainian",Alan Taylor,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke"
tt0082694,The Road Warrior,1981,96 min,"Action, Adventure, Sci-Fi",8 wins & 12 nominations,"$23,667,907 ","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",English,George Miller,"Mel Gibson, Bruce Spence, Michael Preston"
tt2274648,Hellboy,2019,120 min,"Action, Adventure, Fantasy",1 win & 8 nominations,"$21,903,748 ","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '31/100'}]","English, Spanish, Russian, German",Neil Marshall,"David Harbour, Milla Jovovich, Ian McShane"
tt15326988,Ghosted,2023,116 min,"Action, Adventure, Comedy",1 win & 4 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '34/100'}]",English,Dexter Fletcher,"Chris Evans, Ana de Armas, Adrien Brody"
tt0405325,Sky High,2005,100 min,"Action, Comedy, Family",3 nominations,"$63,946,815 ","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]","English, Cantonese",Mike Mitchell,"Kurt Russell, Kelly Preston, Michael Angarano"
tt1535109,Captain Phillips,2013,134 min,"Action, Biography, Crime",Nominated for 6 Oscars. 17 wins & 154 nominations total,"$107,100,855 ","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","English, Somali",Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman"
tt3300542,London Has Fallen,2016,99 min,"Action, Thriller",1 win & 2 nominations,"$62,524,260 ","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '28/100'}]","English, Italian, French, Japanese",Babak Najafi,"Gerard Butler, Aaron Eckhart, Morgan Freeman"
tt18259086,Sonic the Hedgehog 3,2024,N/A,"Action, Adventure, Comedy",N/A,N/A,[],English,Jeff Fowler,"Idris Elba, Jim Carrey, James Marsden"
tt4532826,Robin Hood,2018,116 min,"Action, Adventure, Drama",4 nominations,"$30,824,628 ","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '32/100'}]","English, Arabic, Latin",Otto Bathurst,"Taron Egerton, Jamie Foxx, Ben Mendelsohn"
tt0112740,Crimson Tide,1995,116 min,"Action, Drama, Thriller",Nominated for 3 Oscars. 5 wins & 9 nominations total,"$91,387,195 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",English,Tony Scott,"Gene Hackman, Denzel Washington, Matt Craven"
tt1234719,Red Dawn,2012,93 min,"Action, Drama, War",1 win & 4 nominations,"$44,806,783 ","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '31/100'}]","English, Korean",Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson"
tt0316654,Spider-Man 2,2004,127 min,"Action, Adventure, Sci-Fi",Won 1 Oscar. 25 wins & 60 nominations total,"$374,337,514 ","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]","English, Russian, Chinese",Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina"
tt1206543,Out of the Furnace,2013,116 min,"Action, Crime, Drama",1 win & 10 nominations,"$11,330,849 ","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",English,Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana"
tt0829150,Dracula Untold,2014,92 min,"Action, Drama, Fantasy",3 wins & 5 nominations,"$56,280,355 ","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]","English, Turkish",Gary Shore,"Luke Evans, Dominic Cooper, Sarah Gadon"
